osm_id,osm_name_street,osm_nodes
35581026,Velasco Astete Oeste,7
35581027,Velasco Astete Oeste,5
35581030,Calle 27,5
35581031,Mac Carthy,4
35582585,Calle 29,2
35582587,Calle 25,2
35582592,Calle 39,1
35600641,Mac Mahon,4
35600642,Calle D,2
35600644,Eduardo Ford,2
35600646,Talavera,1
35600693,Rousseau,13
35600696,El Greco,6
35600697,Andrea del Sarto,3
35600698,Maurice Urtillo,4
35600846,Bottger,3
35600850,Calle 1,1
35600854,Preising,1
35600856,Claude Monteverdi,3
35600857,Claude Debussy,1
35600932,Juan Gris,6
35600933,Amadeo Mozart,2
35600934,Franz Schubert,10
35600935,Bethoven,4
35600936,Franz Liszt,7
35600937,Schipper,2
35600938,Johanes Brahams,4
35600939,Federico Chopin,3
35600948,Verdi,1
35600981,Leon Baumann,4
35600983,Romero Hidalgo,11
35600984,Hassinger,1
35600985,Schrader,1
35600987,Bosovich,5
35600989,Isaac Albeniz,9
35600990,Pablo Usandizaga,14
35600991,Amadeo Vives,1
35600992,Pietro Mascagni,9
35600996,Andrés Vesalio,15
35600999,Barbieri,2
35601035,Jacinto Guerrero,2
35601041,Joaquín Turina,2
35601042,Gozzoli Norte,6
35601043,Otto Muller,2
35601044,Mendelsshon,3
35601095,Saint Saenz,9
35601096,Joaquín Madrid,7
35601112,Pablos Casals,1
35601115,Faure,2
35601116,Puccini,1
35601117,Toselli,5
35601118,Leo Delibes,1
35601119,Stravinsky,1
35601127,Clodomiro Arredondo Muira,3
35601130,Ricardo Pockrich,1
35601188,Alfa,4
35601189,Sigma,5
35601190,Epsilon,3
35601191,Geminis,7
35601194,Gamma,3
35601195,Delta,4
35601196,Beta,5
35601198,Bernstein,3
35601199,Toscani,2
35601200,Rubinstein,1
35601210,Moreno Torroba,1
35601211,Toselli,1
35601212,Scarlatti,3
35601213,Tchaicovski,1
35601215,Omega,2
35893162,Fray Angélico,10
35893165,Reynolds,1
35893166,Johan Strauss,9
35893169,E. Donizetti,2
35893170,José Orozco,1
35893179,Manuel de Falla,4
35893183,Ravel,1
35893185,Puccini,2
35893263,Miguel Angel,6
35893265,Simmoni,4
35893266,Fray Luís de León,26
35893267,Matier,13
35893268,Enrique Granados,4
35893270,Joaquin Valverde,13
35893273,JUAN  Sebastian Bach,4
35893280,Calle 24,5
35893281,Calle 33,6
35893283,Calle 25,5
35893285,Calle 29,1
35893287,Calle 27,3
35893288,Calle 30,2
35893289,Calle 31,5
35893291,Calle 1,7
35893297,Ca. Alejandro Peralta,8
35893298,Calle 26,5
35893300,C. Uno,21
35893301,3 Sur,3
35893312,Uno Oeste,1
35893314,Calle 3 Norte,1
35893315,Los Ibis,4
35893317,Calle 54,1
35893319,Oropendolas,4
35893324,Calle 21,6
35893325,Calle 41,7
35893328,Calle 22,8
35893329,Orden y Libertad,3
35893333,Avenida San Borja Sur,3
35893404,Buen Retiro,1
35893405,El Cortijo,1
35893406,El Cortijo,1
35893408,La Union,1
35893410,Jose Nicolas Rodrigo,1
35893412,Benjamin Doig Lossio,1
35893414,Cineraria,8
35893415,El Bambu,2
35893552,Las Adelfas,2
35893555,Los Cafetos,3
35893558,Las Caliandras,2
35893565,Las Tres Marias,7
35893567,Los Eucaliptos,3
35893569,Los Alamos,1
35893571,Via Lactea,2
35893572,Isabelita,1
35893576,Orion,3
35893584,Orion,1
35893586,Via Lactea,3
35893605,Los Zafiros,1
35893619,Los Tulipanes,1
35893642,El Incario,3
35893645,Avenida Manuel Olguin,11
35893646,La Consquista,2
35893647,EL Carmen,5
35893648,Jiron Santorin,2
35893661,Francisco de Cuellar,5
35893662,Los Huancas,3
35893663,Los Araucanos,1
35893664,Los Apaches,2
35893683,Jeronimo de Aliaga Norte,7
35893684,Pedro de Candia,6
35893685,Garcia de Salcedo,2
35893690,CARTAVIO,4
35919386,DON DIEGO DE DIA,6
35919387,Alfredo Rosenblat,3
35919388,MARIANO RIVERO Y USTARIZ,3
35919389,MARIANO RIVERO Y USTARIZ,1
35919390,Señor de Sipan,3
35919392,Paramonga,5
35919397,Tomasal,15
35919400,Tambo Real,6
35920018,Don Diego de Noche,1
35920030,CARLOS MONGE MEDRANO,3
35920034,GODOFREDO GARCIA DIAZ,2
35920036,Talambo,6
35920037,San Martin,2
35920038,Santo Domingo,2
35920041,Cayalti,8
35920042,San Ignacio,4
35920044,Aracari,1
35920049,Los Vinzos,1
35920051,Angamos Este,2
35920052,Santa Elena Sur,7
35920056,SANTA ELENA NORTE,5
35920059,Mazus,1
35920520,El Aliso,2
35920522,Baobad,1
35920524,Los Narcisos,1
35920525,Los Robles,1
35920527,Amarilis,2
35920531,Tambo de Oro,1
35920534,25 de Setiembre,1
35920535,Johan Sebastian Bach,6
35920536,Las Clivas,1
35920537,Las Fresias,3
35920538,Eucaliptos,1
35920539,LAGUNA CHICA,1
35920540,Las Catileyas,1
35920541,Wolfgang Amadeus Mozart,3
35920547,Federico Chopin,5
35920801,Ludwig Van Beethoven,7
35920802,Los Constructores,10
35920805,Peter Paul Rubens,4
35920807,CLaude Monet,1
35920808,Francisco de Goya,1
35920809,Los Civiles,3
35920812,Los Obreros,2
35920814,Los Arqueologos,6
35920815,Miguel Angel Buonarroti,7
35920818,Los Escritores,1
35920823,Daniel Alomia Robles,3
35921084,Daniel Alomia Robles,2
35921086,Donatello,2
35921087,De la Pintura,2
35921088,Jose Nicolas Rodrigo,2
35921089,Estepa Rusa,1
35921099,LAREDO,8
35921107,Barraza,2
35921111,Canelo,1
35921112,Sintuco,1
36031602,Iquique,5
36031710,Tamarugal,5
36031779,Loa,7
36032020,Canchones,4
36032139,San Francisco,6
36032297,Augusto Bernardino Leguia,2
36032416,Ramon Castilla,5
36032636,Agua Santa,9
36032638,Calle 1,7
36032752,Amapolas,3
36032765,Avenida 2,8
36032770,Jose Maria Eguren,2
36032988,Tupac Amaru,2
36033068,Mariscal Oscar Raul Benavides,4
36033070,Calle 5,5
36033168,Calle 3,3
36033169,Calle 4,1
36033231,Calle 6,4
36033286,Francisco de Zela,4
36033287,Ernesto Delgado G.,3
36033397,Fernando Wiland,2
36033405,Calle B,2
36033410,Calle 4,1
36033528,Calle 1,2
36034360,Calle 4,2
36035223,Santa Rosa,3
36035314,Revolucion Palomino,5
36035388,Pasaje 13,1
36035432,Villegas,1
36047090,Cerro San Francisco,8
36047096,El Cascajal,12
36047099,Las Landeras,5
36047100,Las Canteras,2
36047102,El Atajo,2
36047105,El Bosque,3
36047107,Bellavista,4
36050056,Bellavista,1
36050073,San Francisco,2
36050075,La Cima,4
36050079,El Bosque,1
36050080,Los Moyes,3
36050101,EL Petirrojo,1
36050148,La Limas,2
36050170,Madre Selva,5
36050171,Las Gardenias,8
36050172,Cardenal,1
36050177,Los Euchariz,2
36050178,Alameda la Allamanda,3
36050182,Buganvilla,5
36050184,Buganvilla,6
36050186,Las Palmas,4
36050187,Los Olivos,3
36050190,Los Cactus,1
36050192,Jeronimo de Aliaga Sur,5
36050195,Alonso de Molina,23
36050197,Los Albaricoques,1
36050198,LAS CASUARINAS,6
36050199,LAS CASUARINAS,6
36050203,Pulla Raymondi,3
36051765,Los Valles,1
36051771,Las Ponsianas,5
36051788,El Jacaranda,18
36051818,Los Ingenieros,3
36051843,Valle Hermoso,3
36051851,Los Laureles,4
36051852,Los Ingenieros,6
36051855,Los Jazmines,3
36051856,Los Ingenieros,1
36051857,Las Acacias,4
36051861,CRISTOBAL DE PERALTA SUR,12
36185722,Prol. Fresnos,2
36185724,Rio Grande,1
36185725,Armatambo,5
36185727,Rio Parama,1
36185728,Rio Sena,2
36185729,Rio Sena,2
36185730,Rio Grande,1
36185731,Huaca del Sol,10
36185732,Prol. Fresnos,2
36185733,Prol. Principal,1
36185753,SIPAN,3
36185755,Machu Picchu,5
36185756,Vilcabamba,3
36185758,Rio Beni,3
36185759,Fortaleza de Paramonga,4
36185762,Huaca de la Luna,1
36185764,Fortaleza de Paramonga,7
36185773,Puerta del Sol,8
36185775,Puruchoco,3
36185779,Huanca Konko,2
36185800,Lineas de Nazca,8
36185802,Pegaso,5
36185803,Rio Magadalena,5
36185804,RIO GANGES,3
36185805,Calle 15,1
36185808,Orion,1
36185809,Calle 7,3
36185813,CISNE,2
36498139,Nestor Ganbetta,3
36777372,Alejandro Bertello Bollati,6
36777489,Los Cedros,4
36777501,Las Dalias,5
36777518,Los Pinos,7
36777555,Los Cactus,7
36777557,Las Azucenas,1
36777564,Los Geranios,3
36777603,Las Amapolas,3
36777623,Los Alhelies,2
36777778,Los Nogales,4
36777782,Las Rosas,3
36777800,Los Claveles,3
36777806,Las Palmeras,1
36938895,Rio Don,6
36938908,Calle 12,6
36938909,Alameda del Corregidor,2
36938911,Rio Nilo,2
36938914,Rio Volca,3
36938918,Indo,1
36939244,Prolongacion Los Fresnos,16
36939257,Chancas,3
36939401,Chimues,6
36939405,Coropuna,2
36939406,Coropuna,3
36939409,Sabancaya,2
36939410,Sierra Morena,3
36939411,Zamora,4
36939478,Cataluaña,4
36939485,Toledo,2
36940084,Machu Picchu,6
36940085,Machu Picchu,9
36940915,Lugo,4
36940916,Aviedo,2
36940917,Madrid,3
36940919,Calle 6,7
36940923,Chimues,2
36940924,MOCHICAS,3
36940928,Chimues,2
36940931,LAURICOCHA,1
36940941,Vascongandas,8
36940945,Castilla Nueva,5
36940946,Calle 10,2
36940947,Los Rubies,2
36940952,Calle 3,3
36940953,Calle 2,5
36940955,Calle 5,3
36940957,BURGOS,1
36940958,TERUEL,1
36940959,Calle 10,2
36980288,Alicante,7
36980293,Las Viñas de la Molina,9
36980295,Las Viñas de la Molina,11
36980297,LA LADERA,7
36980493,EL Monte,2
36980496,La Arboleda,8
36980500,El Prado,5
36980504,EL Rancho,3
36980505,EL Bosque,3
36980506,EL Volcan,4
36980507,EL Encierro,1
36980510,LA Rinconada,2
36980511,El Paseo,1
36980514,La Querencia,2
36980515,Los Aperos,4
36980516,EL Coritijo,2
36980517,EL POZO,2
36980522,Alameda de la Paz,6
36980523,Alameda de la Paz,5
36980526,Los Carrizos,1
36980529,Los Cedrones,4
36980530,Los Olmos,6
36980534,Los Aromos,1
36980536,Los Abetos,1
36980538,Ovalo Los Condores,4
36980540,Alameda del Corregidor,48
36980619,Santa Cruz de Tenerife,6
36980620,Rio Marañon,3
36980621,Rio Amazonas,7
36980622,Rio Rurubanba,2
36980623,Rio Ucayali,5
36980626,Rio Perene,2
36980630,Puerto Pizarro,10
36980631,Los Manzaneros,2
36980632,Torres de Oropesa,3
36980633,Almeira,1
36980634,Paseo de Agua,5
36980635,Paseo de la Conquista,4
36980637,Paseo del Prado,6
36980640,Torres de la Higuera,1
36980642,Roca del Castillo,5
36980648,Las Lomas de la Molina,7
36980653,Camino del Bosque,6
36980655,Alameda de los Conquistadores,6
36980657,Palomares del Campo,4
36980699,Arcos de la Frontera,5
36980700,Arcos de la Frontera,1
36980704,Las Lomas de la Molina,10
36980725,Caleza de la Perricholi,7
36980726,Calzada del Fraile,1
36980728,Suspiro del Moro,1
36980730,Los Molinos de San Miguel,1
36980733,Villareal de lo Infantes,4
36980734,Alameda de los Virreyes,1
36980756,Villareal,3
36980788,EL Pacificador,4
36980790,EL Pacificador,2
37018313,Calle 3,2
37018322,Chota,3
37018338,Las Campanitas,2
37018344,Las Retamas,1
37018347,Los Tamarindos,1
37018356,Santa Fe,8
37018362,Romulo Assereto Gargurevich,6
37018363,Carlos Arenas Loayza,2
37018364,SANTA,3
37018365,Luis Bravo Arevalos,4
37018366,Luis Miro Quesada De La Guerra,10
37018369,Yachay Huasi,3
37018380,Victoria,3
37019349,Los Tulipanes,3
37019350,LAS CAOBAS,1
37019351,Los Cipreses,7
37019355,Los Bambues,11
37019356,LOS ACEBOS,2
37019357,Los Cedrones,4
37019365,Las Retamas,1
37019374,San Francisco,3
37019389,Los Secollas,3
37019581,Los Girasoles,3
37019582,Las Americas,1
37019583,LAS PALMERAS,3
37019584,LOS OLIVOS,3
37019586,Los Olivos,4
37019588,Los Claveles,2
37019603,Los Eucaliptos,5
37019604,Los Olivos,2
37019605,Los Tulipanes,2
37019606,Los Nardos,1
37019607,Los Pinos,4
37019647,El Pedregal,2
37019649,14 de Setiembre,6
37019789,Los Sauces,12
37019790,Las Begonias,4
37019791,Las Eritrinas,1
37019792,Las Parkinsonias,1
37019793,Los Ficus,2
37019794,Las Moras,2
37019798,Alameda de la Molina Vieja,7
37019799,Alameda de la Molina Vieja,5
37019800,Avenida Los Fresnos,17
37019801,Las Hortencias,4
37019806,Las Nandinas,2
37019814,Los Eugonimos,1
37019817,Las Rosas,5
37019818,Las Acacias,2
37019819,Las Palmeras,1
37121927,Octavio Espinoza,5
37121932,Trujillo,2
37121949,Chancay,6
37121953,Chachapoyas,2
37121989,Lambayeque,2
37121992,Cañete,1
37122001,Ilo,3
37122003,Nazca,3
37122010,Pisco,3
37122017,Parque Castilla,1
37122024,Calle 3,2
37122026,Arequipa,6
37122054,Vigil,11
37122069,Miranave,2
37122071,La Paz,5
37122077,Tumbes,2
37122081,Moquegua,4
37122082,Sucre,3
37122093,Paraguay,4
37122097,Necochea,3
37122099,Liberated,10
37122103,Bolivia,4
37122105,Mexico,5
37122106,Castilla,5
37122108,Miller,4
37122122,Montezuma,3
37122130,San Martin,5
37122131,Putumayo,2
37122134,Sucre,2
37272306,Huascar,2
37272310,SANTA ROSA,8
37272313,Cajamarca,3
37272314,San Antonio,3
37272315,Cristobal Colón,5
37272317,BREGANTE,2
37272319,Union,4
37272323,2 de mayo,3
37272324,Prol. Juan Pazos,10
37272332,Surco,9
37434862,TERCERA,6
37434863,Atahualpa,2
37434864,Cuarta,4
37434865,Calle 1,1
37434866,Zepita,3
37434867,Calle 5,2
37434868,Cuzco,4
37434869,Salazar,4
37434875,Manuel Arispe,4
37434893,Ronald,4
37434896,Atalaya,7
37434897,Calle B,4
37434900,Otto Kliefer,3
37434901,Capurro,1
37434902,Miller,1
37434903,Pucallpa,3
37434904,Pucalipa,2
37434905,Calle C,3
37434906,Nauta,7
37434907,Amapolas,1
37434908,Yurimaugas,10
37434910,Villa Rica,2
37434911,Calle 5,3
37434912,La Moneda,5
37434914,Calle 3,4
37434917,San Agustin,2
37434918,Av. San Pedro,3
37434923,Saposoa,4
37434924,Tercera,5
37434926,Setima,5
37434927,Huascar,7
37434928,Sexta,4
37434929,Sexta,5
37434930,Calle 1,1
37434933,Raygada,1
37434935,Ayacucho,1
37434939,Galvez,2
37434941,Salaverry,3
37434948,Carrito de Albornoz,6
37434957,California,4
37434962,Calle A,4
37434963,Magdalena,1
37434971,Tupac Amaru,1
37435075,Victor Fajardo,2
37435117,Huascar Marcelo,6
37435174,José Olaya,5
37435229,Victor Fajardo,5
37566229,Querecotillo,11
37566248,Tangarara,7
37566290,Los Ceibos,3
37566350,Tacala,6
37566352,Simbila,6
37566461,Prolongación Paseo de la República,8
37566490,Paseo de las Republica,3
37566495,Lancones,3
37566496,los Horcones,4
37566500,Los Tamarindos,14
37566510,Los Carrizos,3
37566514,Cumbibira,4
37566558,Los Faiques,9
37566621,Antana,2
37566632,Barlovento,5
37566645,Avenida El Sauce,9
37566665,Avenida El Sauce,1
37566701,Avenida El Sauce,4
37566724,Laurel Rosa,9
37566763,El Palo Rosa,2
37566783,Alicante,4
37566803,Murcia,2
37566834,Madrid,2
37566871,Las Retamas,5
37566885,La Magnolia,4
37566894,La Begonia,1
37567464,Av. Manuel Prado Ugarteche,6
37567519,Av. Manuel Prado Ugarteche,8
37567644,Avenida La Universidad,3
37567811,Avenida La Universidad,4
37567871,LA MOLINA,15
37567873,LA MOLINA,12
37568386,Bello Horizonte,8
37568392,La Laguna Grande,13
37568395,Las Redes,1
37568398,La Laguna Grande,10
37568429,Muelle,1
37609836,Avenida Nestor Gambetta,3
37614648,Tejada,1
37614649,Acacias,2
37614650,San Egnacio de Loyola,1
37614651,Meliton Porras,3
37614654,Malecón Balta,6
37615306,Pedro Abad Galiante,6
37615308,Rey de Bahamonde,3
37615309,Augusto Wiese,13
37615311,Santigo Antunez de Mayolo,14
37615312,Manuel Herrara Pomareda,5
37615313,Ernesto Cardenas,3
37615314,Enrique Rolandi Z.,4
37615315,Enrique Salazar Barreto,11
37615317,Juan de Rada,6
37615319,Juan German L.,8
37615323,Alberto Acosta,3
37615327,Eduardo Aranibar,2
37615329,Alex Barclay,2
37615332,Ismael Bielich Flores,26
37615334,Capitan Alfredo Novoa Cava,2
37615337,Manuel Aguilar Durand,9
37615338,Jose Corzo,2
37615339,Luis Sologuren,2
37615340,Abelardo Murillo,2
37615343,Fernando Leon,2
37615344,Luis Reynafarge Hurtado,2
37615346,Miguel Muñoz,2
37615347,Javier Moreno,2
37615351,Angel Brusco,2
37615355,Reynaldo Moron,2
37615356,Carlos Cueto F.,3
37615357,guillermo de la  FLor,1
37615361,Emilio Velarde,2
37615363,Daniel Nieto,2
37615364,Gustabo Yabar,3
37615365,Jose Carranza,1
37615366,Jose Navarro,1
37718963,Los Robles,7
37718965,Las Tipas,2
37718990,Los Olivos,8
37719007,Madre Selva,2
37719016,Los Jazmines,2
37719035,Los Crisantemos,3
37719043,Las Cucardas,1
37719058,Las Dalias,1
37719101,Los Ficus,2
37719176,Los Gavilanes,4
37719179,Alejandro Ferreyros,2
37719189,Campania,3
37719190,Pedro Donofrio,3
37719200,Pedro Donofrio,2
37719201,Los Nogales,6
37719209,Las Orquideas,2
37719253,Calle 1B,1
37719258,Juan Guillermo More,10
37719259,Calle 6F,3
37719262,Calle 17,2
37719292,Las Rosas,5
37719408,Los Juncales,3
37719418,Los Chinchorros,1
37719470,Calle 26,1
37719472,Calle 47 D,3
37719496,Calle 30 D,2
37719507,Calle 46,1
37719509,Calle 50 A,1
37749251,Av. Loma Hermosa,5
37749255,Av. Loma Hermosa,5
37749335,Av. Monte de los Olivos,12
37749343,Tomas Marsano,1
37749344,Jorge Chavez,1
37749370,Tomas Marsano,6
37749374,Los Proceres,3
37749390,Coronel Pascual Saco O.,4
37749443,Av. Monte de los Olivos,12
37749447,Avenida Nazarenas,12
37749449,Avenida Nazarenas,13
37749463,Andres Tinoco,10
37749482,Guardia Civil Norte,6
37749490,Avenida Caminos del Inca,42
37749500,Los Amancaes,5
37749666,Avenida La Paz,14
37762112,Calle 28a,1
37762219,Mariscal Oscar Raul Benavides,8
37762234,La Concordia,7
37762243,Lucha Reyes,4
37762244,Calle 10B,1
37762263,Nicomendes Santa Cruz,4
37762306,Calle 7,8
37762318,La Amistad,4
37762352,Zoila Caceres,1
37762369,Lola Vilar,4
37762377,Calle 6,4
37927094,Principal,10
37927097,Principal,10
37927103,Maria Dartnell,5
37927105,Juan Bielovucic,2
37927106,Arturo Duray,4
37927107,BLERIOT,3
37927108,Las Retamas,1
37927110,La Avellana,2
37927111,Las Orquideas,2
37927112,Miroquezada,4
37927114,Hector Velarde,3
37927120,Andres Luna,5
37927123,San Francisco,2
37927124,Yarina Poma,1
37927125,Los Angeles,1
37927208,La Calera de la Merced,2
37927215,EL Cerezo,11
37927216,Ortega y Gasset,7
37927217,Murray,1
37927221,Bruselas,2
37927225,Carlyle,3
37927260,Green,3
37927262,Russel,2
37927266,Hillman,7
37927270,Franklin,3
37927272,La Pera,5
37927273,Alfa y Omega,3
37927275,Varsovia,5
37927276,alfa Cisne,5
37927278,Ameghino,2
37927279,Adam Smith,6
37927280,Alfa Aguila,3
37927322,Ameghino,2
37927330,Alfa Orion,7
37927337,Alfa Centauro,8
37927340,Alfa Virgen,1
37927342,Engels,3
37927343,Montesquieu,4
37927348,Spencer,2
37927352,Hegel,1
37927353,Diderot,5
37927360,Pascal,4
37927361,Williams,4
37927368,Jose Neyra,7
37927373,Harrington,5
37927375,Daniel Cruz,6
37927381,Gabriel Mistral,5
37927433,Juan Fuentes,7
37927435,ALbert Einstein,5
37927438,Manuel Bonilla,4
37927440,Genaro Covian,1
37927506,El Timonel,3
37927529,Jose Leon Barandearan,17
37927560,Acapulco,15
38221455,Calle 41,2
38221459,Arruz,7
38221476,Calle 10,1
38221553,Alberto Sabogal,4
38221599,Domingo Valle Riestra,6
38221610,Calle 64 A,5
38221611,Francisco Leo Quiroz,5
38221628,Calle 6,2
38221629,Federico Noguera,1
38221647,Manuel Elias Bonnemaison,6
38298425,Av. Universitaria,29
38656188,Borges,2
38656190,Paicioli,2
38656197,Martin Luther King,11
38656200,Miguel Iglesias,4
38656202,Gorky,1
38656207,Allende,7
38656208,Benito Juarez,3
38656209,Alejandro Dumas,1
38656212,Villa Victoria,3
38656215,Cardich,2
38656222,Mendez Correa,2
38656223,SHAKESPEARE,2
38656224,Daudet,2
38656229,Miguel Iglesias,8
38748293,Quebrada de Armendariz,1
38748324,Quebrada de Armendariz,1
38748329,Quebrada de Armendariz,1
38748370,Circuito de Playas,3
38748383,BAJADA TENDERINI,6
38748390,Huaylas,4
38748474,Las Palmas,11
38944685,Av. Universitaria,66
38945822,Angamos Este,39
38945831,Angamos oeste,1
38945845,Angamos oeste,12
38945848,Angamos oeste,1
38945937,Avenida Benavides,21
38945977,Avenida Benavides,1
38945991,Avenida Benavides,5
38946018,Avenida Benavides,1
38946019,Avenida Benavides,26
39315921,Via de Evitamiento,1
39315928,1S - Via de Evitamiento,1
39315930,1S - Via de Evitamiento,3
39316083,Los Cipreses,1
39316311,Via de Evitamiento,1
39316312,Via de Evitamiento,3
39316321,1S - Via de Evitamiento,1
39316324,1S - Via de Evitamiento,1
39316389,Salida Segunda,1
39316433,1S - Via de Evitamiento,1
39316453,Via de Evitamiento,1
39316456,Via de Evitamiento,1
39316522,Cesar Vallejo,14
39316787,Javier Prado Este,5
39316800,Ovalo Melgarejo,6
39317183,Flora Tristan,11
39317211,Flora Tristan,12
39317353,Avenida Melgarejo,17
39318050,Avenida La Molina,19
39318102,Av. De los Ingenieros,19
39318151,Av. De los Ingenieros,19
39318153,Av. De los Ingenieros,1
39318157,Av. De los Ingenieros,1
39335278,Calle 56,4
39335284,Elias Chunga Zapata,15
39359369,Av. Circunvalacion,3
39359872,Aviacion,1
39359900,Av. Aviación,36
39359907,Aviacion,10
39359908,Aviacion,1
39362385,Javier Prado Este,1
39362986,Avenida del Parque Norte,1
39363408,Avenida del Aire,20
39363463,Separadora Industrial,11
39363501,Marginal,20
39411167,Hernan Velarde,1
39411244,Mexico,32
39411693,Paseo de la República,4
39412813,Av. 28 de Julio,34
39412871,Avenida 28 de Julio,6
39413204,Manuel Cuadros,4
39441400,Avenida Canada,46
39441587,Ernesto DIez Canseco,1
39441684,Felix Olcay,1
39441948,Benavides,1
39441965,Av. Benavides,1
39441995,28 de Julio,1
39442007,28 de Julio,1
39452497,Almirante Miguel Grau,15
39452499,Nicolas de Pierola,5
39452506,Cahuide,10
39452509,Cahuide,6
39452512,Tupac Amaru,5
39452513,Zarumilla,2
39452538,Lima,10
39452544,Tarata,9
39452554,Arica,11
39452558,José Olaya,4
39452573,Tupac Amaru,5
39452576,Huascar Marcelo,7
39452603,Santa Rosa,10
39452607,2 de Mayo,14
39452614,Iquique,5
39452637,La Marina,28
39452643,Pachacutec,6
39452652,Emma Dettman de Gutierez,2
39452653,Galdos,2
39452655,Mariano Melgar,3
39452657,Tupac Amaru,3
39452660,Tarapaca,1
39452662,Morro de Arica,4
39452689,Mercado,2
39452700,Lago Huron,2
39456664,DEFENSORES DE LIMA,6
39456737,DEFENSORES DE LIMA,22
39456802,Pachacutec,3
39457028,1S - Panamericana Sur,1
39550884,Mantaro,7
39550890,Lago Titicaca,2
39550977,Victor Raul Haya De La Torre,4
39550984,Felipe Pinglo Alva,8
39550987,Ignacio Merino,1
39550995,Abraham Valdelomar,3
39550996,Carlos Baca Flor,4
39551003,Carlos Saco,4
39551018,Leonardo Da Vinci,2
39551035,Callao,19
39551036,Alejandro Mango,2
39551040,Turmalina,3
39551042,Enrique Lopez Albujar,5
39551064,Ricardo Palma,1
39551070,Jose  Carlos Mariategui,5
39551071,Grito de Huaura,3
39551077,Vinzos,2
39551082,Tucuman,3
39551098,Usquil,3
39551199,Federico Villarreal,1
39551214,Mama Ocllo,16
39551216,Cahuide,3
39551219,Wiracocha,1
39551230,Sinchi Roca,2
39551232,Yahuar Huaca,2
39551233,Blas Borsani,1
39551259,Revolucion,2
39551272,Chimbote,2
39551273,Pavayacu,2
39551298,Cahuide,2
39551308,Junin,1
39551309,Ica,1
39551323,Libertad,1
39551349,Ayacucho,6
39551352,Otuzco,2
39551353,Huamachuco,5
39551363,Talara,3
39551371,Trujillo,1
39551417,Paita,1
39551428,Lambayeque,5
39551438,Avenida El Pacifico,15
39551441,Daniel Alcides Carrion,7
39551442,Tumbes,3
39551444,Tumbes,1
39551445,Nicolas de Pierola,3
39551446,Ramsey,1
39551448,San Juan de Miraflores,4
39551449,Chimbote,1
39551450,Juan Pastor Davila,3
39551452,Ayacucho,5
39551453,Libertad,1
39551455,Pasco,2
39551456,Junin,3
39551462,Piura,6
39551465,Huamachuco,5
39551479,Huascar,3
39551492,Zavala,2
39551494,Inca Roca,1
39551543,Calle 29,2
39551571,Calle 6,2
39551573,Calle 4,3
39551575,Carlos Augusto Salaverry,2
39551576,Marañon,1
39551577,Ucayali,1
39551581,Pacasmayo,3
39551585,Sinchi Roca,2
39551586,Ramon Zavala,3
39551588,Cahuide,1
39552104,Andrea del Sarto,5
39552184,Manet,7
39552250,Kodinsky,3
39552294,Emily Car,2
39552327,Holbein,2
39552343,Mary Cassat,2
39552427,ModiGliani,3
39552464,Da Vinci,8
39552562,Sanzio,5
39552624,D'Achille Barbara,3
39552709,Fray Angelica,2
39552743,Veermer,2
39552782,Marie Cuurie,3
39552784,D'Achille Barbara,1
39552816,Maria Elena Moyano,6
39612367,Jose Maria Arguedas,1
39612374,Prado,1
39612380,Moche,4
39612381,Chiclin,1
39612382,Paijan,3
39612385,Huascar,2
39612386,H. Ferreyra Leon,2
39612389,Dulio Poggi,4
39612390,Emancipacion,4
39612391,Chepen,2
39612392,Santa Rosa,2
39612393,28 de Julio,4
39612394,Talambo,1
39612399,Aviacion,1
39612400,Calle 19,1
39612402,Maranga Callejon de,6
39612403,Echenique,2
39612404,Jose Olaya,3
39612406,Echenique,2
39612408,San Martin,2
39612412,Aragon,6
39612414,Valencia,3
39612415,Alipio Ponce,3
39612421,Calle 9,1
39612423,Eloy Ureta,2
39612528,Calle 9,2
39612534,Andalucia,3
39612535,Zaragoza,4
39612540,Madrid,3
39612544,Calle 1,3
39612545,Calle 2,2
39612558,Demetrio Chavez Acosta,7
39612561,Cesar Vallejo,6
39612564,Javier Heraud,3
39612565,Carlos Augosto Salaverry,4
39612566,Valdelomar,3
39612568,Amarillis,1
39612569,Valdelomar,1
39612573,Javier Abril,1
39612574,Peralta,1
39612577,Capitan de Navio Emilio Carrillo,5
39612580,Tiburcio Rios,6
39612582,Tiburcio Rios,2
39612587,Islas Ceilan,4
39612589,Punta Lomitas,2
39612591,Cumana,5
39612594,Vinzos,2
39612597,Federico Noruega,1
39612640,Jose Celendon Condestable,2
39612642,Punta Huanca,1
39612644,Tiburcio Rios,2
39612650,Av. Los Patriotas,12
39612651,Av. Los Patriotas,14
39612654,Islas Filipinas,3
39612656,Elias Chunga Zapata,3
39612660,Islas Aleutianas,2
39612671,Calle 52A,2
39612686,Republica de Venezuela,11
39612689,Miguel Hidalgo,7
39612690,Paso de los Andes,8
39612692,Capitan de Navio Emilio Carrillo,4
39612696,Cuauthemoc,3
39612697,La Apacheta,3
39612701,Punta Restin,1
39661610,Calle 27,2
39661621,Calle 6,1
39661640,Calle José Maria Morellos,4
39661656,Juan Balcarza,4
39661657,Jirón Lautaro,2
39661665,Puerto Lagunas,1
39661667,Bahia de la Independecia,2
39661680,Capitan Stiglish Alvarez,4
39661681,Quiquijana,6
